FTSV
time,open,high,low,close,volume
2019-10-28 09:31:00,5.9,5.9,5.9,5.9,0.0
2019-10-28 09:32:00,5.9,5.9,5.9,5.9,140.0
2019-10-28 09:34:00,5.9,5.9,5.9,5.9,0.0
2019-10-28 09:37:00,5.91,5.91,5.91,5.91,95496.0
2019-10-28 09:38:00,5.94,5.94,5.94,5.94,3400.0
2019-10-28 09:40:00,5.93,5.95,5.93,5.95,2611.0
2019-10-28 09:42:00,6.02,6.02,6.02,6.02,821.0
2019-10-28 09:45:00,5.97,5.97,5.97,5.97,511.0
2019-10-28 09:46:00,5.9,5.9,5.9,5.9,2243.0
2019-10-28 09:47:00,5.9202,5.9556,5.9155,5.9502,1174.0
2019-10-28 09:49:00,5.9701,5.9752,5.9552,5.9701,26486.0
2019-10-28 09:50:00,6.03,6.03,6.03,6.03,485.0
2019-10-28 09:53:00,6.01,6.01,6.01,6.01,393.0
2019-10-28 09:54:00,5.98,5.98,5.98,5.98,300.0
2019-10-28 09:56:00,6.08,6.08,6.08,6.08,100.0
2019-10-28 09:57:00,6.055,6.055,6.025,6.025,411.0
2019-10-28 09:58:00,6.0,6.0,6.0,6.0,500.0
2019-10-28 09:59:00,5.98,6.04,5.98,5.98,830.0
2019-10-28 10:00:00,6.03,6.03,6.03,6.03,100.0
2019-10-28 10:01:00,5.99,5.99,5.95,5.95,1960.0
2019-10-28 10:04:00,5.9402,5.9457,5.9257,5.9402,853.0
2019-10-28 10:05:00,5.93,5.96,5.91,5.91,639.0
2019-10-28 10:06:00,5.91,5.92,5.9,5.9,748.0
2019-10-28 10:09:00,5.87,5.87,5.79,5.79,2905.0
2019-10-28 10:10:00,5.8351,5.8451,5.785,5.8351,1345.0
2019-10-28 10:12:00,5.835,5.88,5.83,5.83,480.0
2019-10-28 10:15:00,5.82,5.82,5.82,5.82,250.0
2019-10-28 10:19:00,5.85,5.85,5.85,5.85,127.0
2019-10-28 10:20:00,5.83,5.83,5.79,5.79,1800.0
2019-10-28 10:21:00,5.84,5.84,5.815,5.82,310.0
2019-10-28 10:22:00,5.82,5.82,5.82,5.82,100.0
2019-10-28 10:23:00,5.79,5.82,5.79,5.82,400.0
2019-10-28 10:24:00,5.82,5.85,5.82,5.84,521.0
2019-10-28 10:25:00,5.83,5.83,5.83,5.83,100.0
2019-10-28 10:26:00,5.83,5.83,5.83,5.83,340.0
2019-10-28 10:27:00,5.83,5.83,5.83,5.83,100.0
2019-10-28 10:28:00,5.83,5.895,5.83,5.85,811.0
2019-10-28 10:29:00,5.845,5.845,5.845,5.845,110.0
2019-10-28 10:30:00,5.845,5.845,5.845,5.845,410.0
2019-10-28 10:31:00,5.845,5.845,5.845,5.845,210.0
2019-10-28 10:32:00,5.845,5.86,5.84,5.855,3970.0
2019-10-28 10:33:00,5.85,5.86,5.85,5.85,212.0
2019-10-28 10:34:00,5.84,5.88,5.84,5.87,630.0
2019-10-28 10:35:00,5.855,5.855,5.855,5.855,250.0
2019-10-28 10:36:00,5.84,5.86,5.84,5.86,400.0
2019-10-28 10:37:00,5.86,5.86,5.86,5.86,100.0
2019-10-28 10:38:00,5.855,5.88,5.855,5.875,835.0
2019-10-28 10:39:00,5.9,5.9,5.87,5.87,320.0
2019-10-28 10:40:00,5.8702,5.8956,5.8656,5.8902,903.0
2019-10-28 10:41:00,5.86,5.86,5.85,5.85,200.0
2019-10-28 10:42:00,5.88,5.89,5.87,5.87,212.0
2019-10-28 10:43:00,5.85,5.855,5.85,5.855,300.0
2019-10-28 10:44:00,5.855,5.855,5.855,5.855,100.0
2019-10-28 10:45:00,5.855,5.855,5.855,5.855,400.0
2019-10-28 10:46:00,5.8602,5.8755,5.8454,5.8702,27347.0
2019-10-28 10:47:00,5.87,5.885,5.87,5.885,50400.0
2019-10-28 10:48:00,5.885,5.97,5.885,5.97,3215.0
2019-10-28 10:50:00,5.98,5.98,5.94,5.94,200.0
2019-10-28 10:51:00,5.99,5.99,5.99,5.99,150.0
2019-10-28 10:52:00,6.0,6.0,5.97,5.97,325.0
2019-10-28 10:54:00,5.99,5.99,5.985,5.985,320.0
2019-10-28 10:55:00,5.93,5.96,5.93,5.96,410.0
2019-10-28 10:56:00,6.0,6.0,5.97,5.97,6210.0
2019-10-28 10:57:00,5.9886,5.9886,5.94,5.94,880.0
2019-10-28 10:58:00,5.945,5.945,5.91,5.91,400.0
2019-10-28 10:59:00,5.94,5.975,5.94,5.975,849.0
2019-10-28 11:00:00,5.93,5.95,5.93,5.94,399.0
2019-10-28 11:01:00,5.98,5.98,5.965,5.965,2030.0
2019-10-28 11:03:00,6.03,6.03,6.03,6.03,860.0
2019-10-28 11:04:00,6.005,6.04,6.005,6.04,900.0
2019-10-28 11:08:00,6.015,6.015,6.015,6.015,2030.0
2019-10-28 11:09:00,6.01,6.01,6.01,6.01,100.0
2019-10-28 11:10:00,6.01,6.01,6.01,6.01,270.0
2019-10-28 11:11:00,5.98,5.98,5.98,5.98,100.0
2019-10-28 11:13:00,6.01,6.01,6.01,6.01,0.0
2019-10-28 11:14:00,6.02,6.03,6.02,6.02,256372.0
2019-10-28 11:15:00,6.0102,6.0158,5.9958,6.0102,592.0
2019-10-28 11:16:00,6.01,6.01,6.01,6.01,100.0
2019-10-28 11:17:00,6.01,6.01,6.01,6.01,750.0
2019-10-28 11:18:00,6.01,6.01,6.01,6.01,425.0
2019-10-28 11:19:00,6.01,6.03,6.01,6.03,380.0
2019-10-28 11:20:00,6.01,6.01,6.01,6.01,220.0
2019-10-28 11:21:00,6.01,6.01,6.01,6.01,400.0
2019-10-28 11:23:00,6.01,6.03,6.01,6.03,550.0
2019-10-28 11:24:00,6.03,6.03,6.03,6.03,220.0
2019-10-28 11:25:00,6.03,6.03,6.03,6.03,100.0
2019-10-28 11:26:00,6.03,6.05,6.03,6.05,305.0
2019-10-28 11:28:00,6.05,6.05,6.05,6.05,420.0
2019-10-28 11:29:00,6.0405,6.06,6.0405,6.06,1100.0
2019-10-28 11:30:00,6.0502,6.0558,6.0458,6.0502,1220.0
