CRC
time,open,high,low,close,volume
2019-10-28 09:31:00,7.6994,7.6994,7.6994,7.6994,22087.0
2019-10-28 09:32:00,7.7303,7.7454,7.7274,7.7383,1258.0
2019-10-28 09:33:00,7.7503,7.7875,7.7374,7.7453,6914.0
2019-10-28 09:34:00,7.7464,7.83,7.7464,7.83,10877.0
2019-10-28 09:35:00,7.81,7.8499,7.7701,7.7701,6808.0
2019-10-28 09:36:00,7.8,7.8,7.79,7.79,2296.0
2019-10-28 09:37:00,7.77,7.77,7.76,7.76,2233.0
2019-10-28 09:38:00,7.78,7.78,7.74,7.74,1016.0
2019-10-28 09:39:00,7.7054,7.72,7.7,7.7,3063.0
2019-10-28 09:40:00,7.7244,7.7244,7.7,7.7,15100.0
2019-10-28 09:41:00,7.68,7.68,7.63,7.63,5137.0
2019-10-28 09:42:00,7.6203,7.6473,7.5973,7.6403,9527.0
2019-10-28 09:43:00,7.6502,7.6775,7.6275,7.6356,1756.0
2019-10-28 09:44:00,7.61,7.66,7.6,7.62,5376.0
2019-10-28 09:45:00,7.66,7.66,7.64,7.64,252.0
2019-10-28 09:46:00,7.6602,7.666,7.6461,7.6501,6341.0
2019-10-28 09:47:00,7.6403,7.6772,7.6271,7.6596,5689.0
2019-10-28 09:48:00,7.6975,7.6975,7.665,7.665,1200.0
2019-10-28 09:49:00,7.66,7.68,7.66,7.68,5944.0
2019-10-28 09:50:00,7.67,7.6827,7.67,7.6827,843.0
2019-10-28 09:51:00,7.7,7.75,7.685,7.685,1634.0
2019-10-28 09:52:00,7.68,7.68,7.68,7.68,100.0
2019-10-28 09:53:00,7.69,7.7,7.67,7.68,2679.0
2019-10-28 09:54:00,7.68,7.72,7.6739,7.72,2076.0
2019-10-28 09:55:00,7.7081,7.714,7.6961,7.7058,1789.0
2019-10-28 09:56:00,7.7,7.7,7.6995,7.6995,5423.0
2019-10-28 09:57:00,7.7,7.7,7.7,7.7,396.0
2019-10-28 09:58:00,7.7,7.71,7.65,7.655,12322.0
2019-10-28 09:59:00,7.6531,7.655,7.65,7.65,1932.0
2019-10-28 10:00:00,7.64,7.64,7.63,7.63,1422.0
